appid,bizid,id_hash,str_device_type,str_server_ip,stream_id,u32_conn_server_time,u32_network_type,u32_video_bitrate,u32_video_reso,u64_begin_time,update_time
1253216102,9180,317759928,MP1503,111.7.189.164:1935,9180_720294,63,1,1200,35652544,1524243686602,2018-04-21 01:01:37
1253216102,9180,1519930398,MHA-AL00,106.119.182.42:1935,9180_971396,74,1,1200,35652544,1524243699722,2018-04-21 01:01:40
1253216102,9180,1518895622,Mi Note 2,121.51.40.118:1935,9180_961015,347,1,1200,35652544,1524243663821,2018-04-21 01:01:42
1253216102,9180,1523399132,vivo X9Plus,110.53.180.172:1935,9180_937871,127,2,1200,35652544,1524243631715,2018-04-21 01:01:55
1253216102,9180,1519930592,vivo X7,218.75.176.89:1935,9180_971384,115,1,1200,35652544,1524243744157,2018-04-21 01:02:25
1253216102,9180,1515745070,vivo X9s Plus L,123.6.6.29:1935,9180_943170,61,1,1200,35652544,1524243723324,2018-04-21 01:02:45
1253216102,9180,1519327133,vivo X7,111.12.28.21:1935,9180_962522,45,1,1200,35652544,1524243869519,2018-04-21 01:04:11
1253216102,9180,1520020001,vivo V3M A,117.157.18.30:1935,9180_971004,242,1,1200,35652544,1524243854842,2018-04-21 01:04:16
1253216102,9180,1527672533,MP1701,58.216.107.37:1935,9180_899059,67,1,1800,47187200,1524243859227,2018-04-21 01:04:19
1253216102,9180,1519440147,vivo Y66,112.90.58.159:1935,9180_969561,5139,2,1200,35652544,1524243924950,2018-04-21 01:05:27
1253216102,9180,1519930397,vivo X20A,111.47.223.37:1935,9180_971397,36,1,1200,35652544,1524243948358,2018-04-21 01:05:48
1253216102,9180,1517877451,vivo X20A,42.236.125.42:1935,9180_968451,80,2,1200,35652544,1524243978266,2018-04-21 01:06:18
1253216102,9180,1518312089,vivo X21A,183.232.152.159:1935,9180_967518,114,2,1200,35652544,1524244013274,2018-04-21 01:06:55
1253216102,9180,1519930396,JMM-AL00,1.31.173.41:1935,9180_971398,106,1,1200,35652544,1524244017538,2018-04-21 01:07:11
1253216102,9180,1517847517,OPPO A59m,118.180.26.16:1935,9180_968290,336,1,1800,47187200,1524244040827,2018-04-21 01:07:21
1253216102,9180,955569271,vivo X20,180.101.217.38:1935,9180_775163,28,1,1200,35652544,1524244056481,2018-04-21 01:07:44
1253216102,9180,1519326743,OPPO R11t,112.47.9.28:1935,9180_962567,98,2,1200,35652544,1524244100163,2018-04-21 01:08:45
1253216102,9180,1527600303,OPPO A59s,125.78.252.38:1935,9180_899943,43,1,1200,35652544,1524244128946,2018-04-21 01:08:49
1253216102,9180,1519930395,CUN-AL00,1.198.4.37:1935,9180_971399,5231,1,1200,35652544,1524244143757,2018-04-21 01:09:05
1253216102,9180,1681739118,"iPhone10,3",223.87.3.16:1935,9180_84383,16,1,0,35652544,1524244182408,2018-04-21 01:09:42
1253216102,9180,1520316785,vivo X9Plus,43.242.181.31:1935,9180_971401,220,2,1200,35652544,1524244206359,2018-04-21 01:10:05
1253216102,9180,1529378913,OPPO R9m,183.230.74.38:1935,9180_954662,71,1,1800,47187200,1524244208670,2018-04-21 01:10:09
1253216102,9180,87602960,OPPO A59s,218.11.8.28:1935,9180_607837,152,2,1200,35652544,1524244215993,2018-04-21 01:10:25
1253216102,9180,615252230,OPPO A79t,58.216.106.169:1935,9180_914520,75,1,1200,35652544,1524244251358,2018-04-21 01:10:51
1253216102,9180,1525425460,vivo X6Plus A,14.204.144.168:1935,9180_969639,87,1,1200,35652544,1524244285931,2018-04-21 01:11:26
1253216102,9180,1518081067,vivo X9,113.105.155.167:1935,9180_965366,35,1,1200,35652544,1524244327600,2018-04-21 01:12:06
1253216102,9180,1515766778,"iPhone10,2",111.47.228.29:1935,9180_942953,369,1,0,35652544,1524244356110,2018-04-21 01:12:38
1253216102,9180,1520316787,iPhone 6 Plus,117.169.71.167:1935,9180_971403,26,1,1200,35652544,1524244423020,2018-04-21 01:13:43
1253216102,9180,1518080115,iPhone 6s,218.75.176.89:1935,9180_965476,85,1,417,35652544,1524244450775,2018-04-21 01:14:17
1253216102,9180,343523345,BLN-AL40,183.232.254.159:1935,9180_792070,57,1,1200,35652544,1524244542199,2018-04-21 01:15:43
1253216102,9180,1518896681,iPhone 6s,222.218.80.151:1935,9180_961302,38,1,1200,35652544,1524244560968,2018-04-21 01:16:01
1253216102,9180,1518906065,OPPO A77,118.180.26.16:1935,9180_961676,374,1,1200,35652544,1524244640682,2018-04-21 01:17:17
1253216102,9180,1518601167,vivo X20A,111.62.242.159:1935,9180_970384,886,1,1200,35652544,1524244676514,2018-04-21 01:17:56
1253216102,9180,1522079591,iPhone 6s,61.191.60.40:1935,9180_963640,80,2,1200,35652544,1524244691076,2018-04-21 01:18:11
1253216102,9180,1800421543,MP1602,59.49.45.24:1935,9180_1000005278,92,1,1200,35652544,1524244759404,2018-04-21 01:19:21
1253216102,9180,304330152,vivo X9Plus,59.63.235.173:1935,9180_647214,54,1,1200,35652544,1524244783509,2018-04-21 01:19:43
1253216102,9180,1518337808,vivo Y66,157.255.128.37:1935,9180_967838,82,2,1200,35652544,1524244797617,2018-04-21 01:19:58
1253216102,9180,198587565,vivo X9,61.191.60.36:1935,9180_246943,118,1,1200,35652544,1524244813814,2018-04-21 01:20:22
1253216102,9180,1800421540,iPhone 6 Plus,111.7.189.165:1935,9180_1000005279,86,2,1200,35652544,1524244825005,2018-04-21 01:20:25
1253216102,9180,1520316790,OPPO R11st,218.75.176.88:1935,9180_971406,63,1,1200,35652544,1524244836445,2018-04-21 01:20:37
1253216102,9180,1519289441,iPhone 6s,121.51.40.108:1935,9180_946894,82,1,1200,35652544,1524244834585,2018-04-21 01:20:39
1253216102,9180,1518300198,vivo X9i,58.247.212.83:1935,9180_967331,76,1,1200,35652544,1524244864885,2018-04-21 01:21:05
1253216102,9180,967415017,OPPO R11st,157.255.128.37:1935,9180_157832,177,2,1200,35652544,1524244858721,2018-04-21 01:21:13
1253216102,9180,1800421566,OPPO R9tm,27.152.185.168:1935,9180_1000005280,163,2,1200,35652544,1524244878919,2018-04-21 01:21:20
1253216102,9180,1800421565,MP1602,59.49.45.24:1935,9180_1000005281,43,1,1200,35652544,1524244901729,2018-04-21 01:21:43
1253216102,9180,1534786997,MP1602,27.221.54.149:1935,9180_893618,49,1,800,24117888,1524244916570,2018-04-21 01:21:58
1253216102,9180,1520316792,vivo X9L,180.101.217.37:1935,9180_971408,91,1,1200,35652544,1524244956144,2018-04-21 01:22:41
1253216102,9180,1529841226,iPhone 7 (CDMA),61.128.150.41:1935,9180_926764,177,1,1200,35652544,1524244968181,2018-04-21 01:22:48
1253216102,9180,1515319360,vivo X6Plus D,113.142.52.21:1935,9180_944352,59,1,1200,35652544,1524244974089,2018-04-21 01:22:55
1253216102,9180,1523389947,iPhone 6s,113.207.48.169:1935,9180_937537,45,2,1200,35652544,1524245063052,2018-04-21 01:24:23
1253216102,9180,1520316817,vivo X7,223.167.152.106:1935,9180_971410,122,1,800,24117888,1524245096254,2018-04-21 01:24:57
1253216102,9180,1526166502,OPPO R11t,112.47.9.28:1935,9180_923879,360,1,800,24117888,1524245119783,2018-04-21 01:25:21
1253216102,9180,1522497813,WAS-TL10,118.180.26.16:1935,9180_951519,124,1,1200,35652544,1524245161612,2018-04-21 01:26:02
1253216102,9180,534213706,vivo X20A,14.215.166.35:1935,9180_465140,50,1,1200,35652544,1524245191259,2018-04-21 01:26:40
1253216102,9180,1800421564,OPPO R9tm,27.152.185.168:1935,9180_1000005282,81,2,1200,35652544,1524245214375,2018-04-21 01:26:55
1253216102,9180,1523336063,iPhone 7 Plus (CDMA),27.152.185.167:1935,9180_936728,15,1,1200,35652544,1524245226650,2018-04-21 01:27:07
1253216102,9180,641768757,MI 4LTE,112.17.5.50:1935,9180_907658,113,2,1200,35652544,1524245249194,2018-04-21 01:27:29
1253216102,9180,1520316819,PACM00,223.85.59.172:1935,9180_971412,55,1,1200,35652544,1524245290237,2018-04-21 01:28:10
1253216102,9180,1520316818,vivo Y75A,111.62.242.158:1935,9180_971413,111,2,1200,35652544,1524245286921,2018-04-21 01:28:19
1253216102,9180,1527637919,EVA-TL00,112.29.199.38:1935,9180_898016,289,1,1200,35652544,1524245399883,2018-04-21 01:30:00
1253216102,9180,1537291672,OPPO A73t,111.202.99.157:1935,9180_820405,257,1,1200,35652544,1524245512998,2018-04-21 01:31:53
1253216102,9180,1515910695,vivo X7,14.215.166.35:1935,9180_957623,23,1,1200,35652544,1524246139316,2018-04-21 01:42:19
1253216102,9180,1529279850,vivo X9s Plus,118.180.26.16:1935,9180_953956,116,1,800,24117888,1524246179547,2018-04-21 01:42:59
1253216102,9180,1521450021,MP1701,139.215.203.173:1935,9180_940818,159,1,1800,47187200,1524246241284,2018-04-21 01:44:53
1253216102,9180,1519173225,iPhone 6 Plus,121.51.40.112:1935,9180_948463,210,1,1200,35652544,1524246530157,2018-04-21 01:48:50
1253216102,9180,1518872410,NX563J,124.232.162.167:1935,9180_964422,73,1,1200,35652544,1524246567459,2018-04-21 01:49:27
1253216102,9180,1523436812,"iPhone10,3",223.111.186.29:1935,9180_937731,43,2,0,35652544,1524246598757,2018-04-21 01:49:58
1253216102,9180,615287705,OPPO R9m,124.89.197.30:1935,9180_913744,207,2,1200,35652544,1524246696200,2018-04-21 01:51:36
1253216102,9180,956247554,OPPO A59m,183.214.128.168:1935,9180_786214,284,2,800,24117888,1524246717888,2018-04-21 01:51:56
1253216102,9180,1518300232,OPPO R7,182.150.11.35:1935,9180_967320,187,1,1200,35652544,1524246745758,2018-04-21 01:52:27
1253216102,9180,1526096767,MP1603,125.78.252.39:1935,9180_922567,62,1,1200,35652544,1524247183532,2018-04-21 01:59:44
1253216102,9180,1491331902,iPhone 7 (CDMA),180.101.153.141:1935,9180_33461,73,1,1200,35652544,1524247182728,2018-04-21 01:59:45
1253216102,9180,1523422666,OPPO A57,42.202.141.40:1935,9180_936434,24,1,1200,35652544,1524247217999,2018-04-21 02:00:18
1253216102,9180,1529273586,PAAM00,223.85.59.172:1935,9180_953361,185,1,1200,35652544,1524247318300,2018-04-21 02:02:04
1253216102,9180,1515919130,OPPO R9s,223.111.153.37:1935,9180_958793,130,1,1200,35652544,1524247325764,2018-04-21 02:02:06
1253216102,9180,350363854,iPhone 7 (CDMA),42.202.141.39:1935,9180_819627,63,1,1200,35652544,1524247616224,2018-04-21 02:06:56
1253216102,9180,617232675,OPPO R9m,221.180.165.28:1935,9180_841275,96,1,1200,35652544,1524247793475,2018-04-21 02:09:53
1253216102,9180,609754670,iPhone 6s,111.19.130.174:1935,9180_878520,1163,1,1013,35652544,1524248016984,2018-04-21 02:13:37
1253216102,9180,1518081067,vivo X9,14.215.167.165:1935,9180_965366,328,1,1200,35652544,1524248038743,2018-04-21 02:13:57
1253216102,9180,1519512878,SM-C7000,113.207.48.148:1935,9180_966250,36,1,800,24117888,1524248098042,2018-04-21 02:14:58
1253216102,9180,951831009,DUK-AL20,223.87.3.35:1935,9180_759460,30,1,1200,35652544,1524248100200,2018-04-21 02:15:00
1253216102,9180,616229287,vivo X9s L,182.150.11.34:1935,9180_856687,143,1,1200,35652544,1524248114572,2018-04-21 02:15:13
1253216102,9180,1521475676,SM-N9200,111.202.99.171:1935,9180_941838,26,1,800,24117888,1524248160714,2018-04-21 02:16:02
1253216102,9180,1521449984,iPhone 6,124.232.162.168:1935,9180_940846,89,1,881,35652544,1524248287942,2018-04-21 02:18:08
1253216102,9180,1519330100,iPhone 7 Plus (CDMA),122.246.10.44:1935,9180_962852,11,1,1200,35652544,1524248581285,2018-04-21 02:23:02
1253216102,9180,304330152,vivo X9Plus,59.63.235.173:1935,9180_647214,36,1,1200,35652544,1524248661892,2018-04-21 02:24:21
1253216102,9180,954491214,MP1701,223.111.243.159:1935,9180_766280,112,1,1200,35652544,1524248745432,2018-04-21 02:25:46
1253216102,9180,1526324200,vivo X7,125.78.252.38:1935,9180_922087,326,1,1200,35652544,1524248973250,2018-04-21 02:29:34
1253216102,9180,1534352089,OPPO R11,42.56.76.41:1935,9180_896120,186,1,1800,47187200,1524249701644,2018-04-21 02:42:23
1253216102,9180,1518300254,OPPO A83,121.29.54.37:1935,9180_967339,39,1,1200,35652544,1524249838833,2018-04-21 02:44:00
1253216102,9180,1526101809,MP1602,125.78.252.38:1935,9180_922618,75,1,1200,35652544,1524249916040,2018-04-21 02:45:20
1253216102,9180,1534741687,iPhone 5S,106.117.249.167:1935,9180_892968,278,1,1200,35652544,1524249981120,2018-04-21 02:46:21
1253216102,9180,1524797298,MP1602,222.218.80.152:1935,9180_924661,122,1,1200,35652544,1524250000646,2018-04-21 02:46:44
1253216102,9180,1519326743,OPPO R11t,112.47.9.28:1935,9180_962567,122,2,1200,35652544,1524250184328,2018-04-21 02:49:50
1253216102,9180,1521711193,iPhone 6s Plus,61.140.13.168:1935,9180_947632,19,1,1544,35652544,1524250197987,2018-04-21 02:49:58
1253216102,9180,615287705,OPPO R9m,101.69.121.38:1935,9180_913744,121,2,1200,35652544,1524250493920,2018-04-21 02:54:53
1253216102,9180,1515765880,iPhone 6s,221.235.252.171:1935,9180_942912,18,1,1494,35652544,1524251040517,2018-04-21 03:04:00
1253216102,9180,617232675,OPPO R9m,221.180.165.29:1935,9180_841275,140,1,1200,35652544,1524251171375,2018-04-21 03:06:11
1253216102,9180,1522177807,MP1603,117.174.151.13:1935,9180_960921,241,2,1800,47187200,1524251368761,2018-04-21 03:09:29
1253216102,9180,1529806521,NX569H,125.78.252.39:1935,9180_927539,657,1,1200,35652544,1524251413872,2018-04-21 03:10:14
1253216102,9180,1526095307,BLN-TL10,27.152.185.167:1935,9180_921256,135,1,1200,35652544,1524251769849,2018-04-21 03:16:12
1253216102,9180,1800421563,OPPO A83,218.11.8.28:1935,9180_1000005283,29,1,1200,35652544,1524252293745,2018-04-21 03:24:55
1253216102,9180,1800421562,OPPO A83,218.11.11.172:1935,9180_1000005284,37,1,1200,35652544,1524252406460,2018-04-21 03:26:47
1253216102,9180,615287705,OPPO R9m,101.69.121.37:1935,9180_913744,175,2,1200,35652544,1524252645361,2018-04-21 03:31:27
1253216102,9180,1521467819,MP1602,120.221.31.42:1935,9180_941010,59,1,1200,35652544,1524253217957,2018-04-21 03:40:19
1253216102,9180,1800421561,OPPO A83,218.11.8.28:1935,9180_1000005285,24,1,1200,35652544,1524253619592,2018-04-21 03:47:01
1253216102,9180,1534579853,iPhone 6 Plus,111.13.3.40:1935,9180_895123,56,1,1200,35652544,1524254461167,2018-04-21 04:01:01
1253216102,9180,1515867877,HUAWEI MLA-AL10,118.112.23.181:1935,9180_956569,178,1,800,24117888,1524254609794,2018-04-21 04:03:33
1253216102,9180,176445590,OPPO R7s,223.111.186.29:1935,9180_579311,5100,1,1200,35652544,1524254626799,2018-04-21 04:03:47
1253216102,9180,1681739118,"iPhone10,3",223.87.3.16:1935,9180_84383,15,1,1239,35652544,1524255029065,2018-04-21 04:10:29
1253216102,9180,1526095307,BLN-TL10,125.78.252.39:1935,9180_921256,23,1,1200,35652544,1524255617084,2018-04-21 04:20:17
1253216102,9180,1519330100,iPhone 7 Plus (CDMA),122.228.56.20:1935,9180_962852,13,1,1200,35652544,1524256321478,2018-04-21 04:32:01
1253216102,9180,1515879317,BLN-AL40,111.6.160.38:1935,9180_956856,150,1,1200,35652544,1524256876027,2018-04-21 04:41:17
1253216102,9180,967731905,OPPO A57t,112.17.5.48:1935,9180_154145,23,1,1200,35652544,1524257512118,2018-04-21 04:51:50
1253216102,9180,343427173,KIW-TL00H,223.111.186.29:1935,9180_793147,160,1,800,24117888,1524257721083,2018-04-21 04:55:21
1253216102,9180,1524816371,OPPO A57,110.53.246.37:1935,9180_924185,31,1,1200,35652544,1524257818177,2018-04-21 04:56:57
1253216102,9180,304330152,vivo X9Plus,117.41.244.37:1935,9180_647214,98,1,1200,35652544,1524257872043,2018-04-21 04:57:52
1253216102,9180,176445590,OPPO R7s,223.111.153.37:1935,9180_579311,71,1,1200,35652544,1524258278708,2018-04-21 05:04:39
1253216102,9180,1529454407,OPPO R9tm,221.204.165.42:1935,9180_952131,138,1,1800,47187200,1524258443564,2018-04-21 05:07:24
1253216102,9180,1800421560,OPPO A83,121.29.54.37:1935,9180_1000005286,44,1,1200,35652544,1524258730807,2018-04-21 05:12:12
1253216102,9180,1515320717,vivo X20A,157.255.128.40:1935,9180_944695,108,2,1200,35652544,1524259496120,2018-04-21 05:25:04
1253216102,9180,1527600303,OPPO A59s,27.152.185.167:1935,9180_899943,33,1,1200,35652544,1524259626821,2018-04-21 05:27:07
1253216102,9180,951831009,DUK-AL20,117.174.151.13:1935,9180_759460,5063,1,1200,35652544,1524259674826,2018-04-21 05:27:55
1253216102,9180,170825260,vivo X710L,27.152.185.168:1935,9180_264818,341,1,1200,35652544,1524260999914,2018-04-21 05:49:59
1253216102,9180,1525426545,OPPO R9 Plusm A,42.56.79.29:1935,9180_969955,75,1,1200,35652544,1524261013163,2018-04-21 05:50:13
1253216102,9180,1519367945,"iPhone10,1",180.101.217.37:1935,9180_946303,32,1,0,35652544,1524261347592,2018-04-21 05:55:47
1253216102,9180,1519484063,OPPO A83t,120.221.31.37:1935,9180_969137,54,1,1200,35652544,1524261728550,2018-04-21 06:02:10
1253216102,9180,1515745128,STF-AL10,125.78.252.39:1935,9180_943154,54,1,1200,35652544,1524261824809,2018-04-21 06:03:45
1253216102,9180,615387590,OPPO A59s,111.26.143.172:1935,9180_918624,787,2,800,24117888,1524261860989,2018-04-21 06:04:21
1253216102,9180,86404100,vivo X7,123.161.58.28:1935,9180_628182,147,1,1200,35652544,1524262283348,2018-04-21 06:11:23
1253216102,9180,1522468218,iPhone 7 Plus (CDMA),223.167.152.112:1935,9180_951990,61,1,1200,35652544,1524262345577,2018-04-21 06:12:25
1253216102,9180,170825260,vivo X710L,27.152.185.167:1935,9180_264818,349,1,1200,35652544,1524262400233,2018-04-21 06:13:20
1253216102,9180,1524816371,OPPO A57,117.41.244.37:1935,9180_924185,86,2,1200,35652544,1524262460036,2018-04-21 06:14:21
1253216102,9180,1518337753,vivo X9s Plus,121.29.54.37:1935,9180_967899,238,2,1200,35652544,1524262602186,2018-04-21 06:17:32
1253216102,9180,1526361679,OPPO A73t,183.214.128.167:1935,9180_938514,104,1,1800,47187200,1524262685583,2018-04-21 06:18:06
1253216102,9180,615291650,vivo X9L,58.216.107.38:1935,9180_913318,82,1,1200,35652544,1524263260034,2018-04-21 06:27:38
1253216102,9180,620038779,MI 5X,183.232.152.158:1935,9180_911157,54,1,1200,35652544,1524263533972,2018-04-21 06:32:14
1253216102,9180,1522939926,OPPO R11 Plusk,1.180.204.167:1935,9180_931158,116,1,800,24117888,1524264177895,2018-04-21 06:42:59
1253216102,9180,1529808675,iPhone 6s,111.19.130.165:1935,9180_929807,24,1,1200,35652544,1524264305096,2018-04-21 06:45:05
1253216102,9180,1519266342,vivo X7,117.161.21.158:1935,9180_947560,133,1,1200,35652544,1524264544499,2018-04-21 06:49:05
1253216102,9180,1529384742,OPPO R9s,220.194.87.154:1935,9180_954134,236,1,800,24117888,1524264615303,2018-04-21 06:50:13
1253216102,9180,1515936205,iPhone 6,123.6.4.165:1935,9180_958503,511,2,1200,35652544,1524264893357,2018-04-21 06:54:53
1253216102,9180,641836111,"iPhone10,2",111.26.143.172:1935,9180_905045,35,1,1200,35652544,1524264908550,2018-04-21 06:55:11
1253216102,9180,1519267472,vivo X20Plus A,112.17.5.48:1935,9180_947228,44,1,800,24117888,1524265332484,2018-04-21 07:02:13
1253216102,9180,641836111,"iPhone10,2",111.26.143.172:1935,9180_905045,8,1,1200,35652544,1524265414695,2018-04-21 07:03:35
1253216102,9180,170825260,vivo X710L,125.78.252.39:1935,9180_264818,30,1,1200,35652544,1524265589348,2018-04-21 07:06:29
1253216102,9180,1521435253,OPPO R9tm,223.87.3.16:1935,9180_940339,111,2,1200,35652544,1524265874074,2018-04-21 07:11:16
1253216102,9180,510484368,vivo Y55A,117.157.18.30:1935,9180_432263,249,1,1200,35652544,1524266338486,2018-04-21 07:19:00
1253216102,9180,1527603060,vivo Y66L,219.147.231.29:1935,9180_899461,240,1,1200,35652544,1524266992804,2018-04-21 07:29:53
1253216102,9180,1515321486,OPPO R9 Plusm A,182.247.250.167:1935,9180_944430,112,1,1800,47187200,1524267096769,2018-04-21 07:31:44
1253216102,9180,945793973,OPPO R9tm,42.56.79.29:1935,9180_166392,82,2,1200,35652544,1524267182965,2018-04-21 07:33:04
1253216102,9180,1529384806,GN5001S,1.31.173.38:1935,9180_954156,125,1,1200,35652544,1524267239298,2018-04-21 07:33:59
1253216102,9180,615387590,OPPO A59s,111.26.143.172:1935,9180_918624,666,1,800,24117888,1524267029002,2018-04-21 07:35:16
1253216102,9180,1515947630,vivo Y85A,118.180.26.40:1935,9180_959002,110,1,1200,35652544,1524267692539,2018-04-21 07:41:33
1253216102,9180,1519367945,"iPhone10,1",221.228.219.28:1935,9180_946303,24,1,0,35652544,1524267795097,2018-04-21 07:43:15
1253216102,9180,1515322872,CAM-TL00,121.51.40.110:1935,9180_944451,502,1,1200,35652544,1524267056313,2018-04-21 07:43:28
1253216102,9180,1515865716,vivo Y66i,112.17.5.50:1935,9180_956390,664,1,1200,35652544,1524267946596,2018-04-21 07:45:46
1253216102,9180,1523336126,OPPO A57,42.56.76.37:1935,9180_936781,139,1,1800,47187200,1524267997822,2018-04-21 07:46:38
1253216102,9180,1526577610,vivo X9Plus,121.51.22.112:1935,9180_938133,79,1,1200,35652544,1524268076218,2018-04-21 07:48:01
1253216102,9180,1529279850,vivo X9s Plus,118.180.26.40:1935,9180_953956,148,1,800,24117888,1524268134917,2018-04-21 07:48:55
1253216102,9180,1519326743,OPPO R11t,112.47.9.28:1935,9180_962567,52,1,1200,35652544,1524268402895,2018-04-21 07:53:23
1253216102,9180,1529378913,OPPO R9m,183.230.74.38:1935,9180_954662,158,1,1800,47187200,1524268415910,2018-04-21 07:53:40
1253216102,9180,1526360612,iPhone 6s Plus,182.150.11.35:1935,9180_938225,44,1,1200,35652544,1524268579731,2018-04-21 07:56:19
1253216102,9180,1517878319,WAS-AL00,183.2.192.167:1935,9180_968100,5088,1,1200,35652544,1524268906664,2018-04-21 08:01:47
1253216102,9180,1517877252,vivo X7Plus,223.111.186.28:1935,9180_968431,150,2,1200,35652544,1524268954184,2018-04-21 08:02:33
1253216102,9180,1525425533,vivo X9,121.51.40.110:1935,9180_969654,111,1,1200,35652544,1524269032700,2018-04-21 08:03:53
1253216102,9180,1518105892,vivo V3Max A,1.189.213.28:1935,9180_966543,186,2,1200,35652544,1524269039540,2018-04-21 08:04:00
1253216102,9180,1519442587,vivo X7Plus,123.6.6.28:1935,9180_969201,129,2,1200,35652544,1524269044988,2018-04-21 08:04:01
